label,song,loud,dance,energy,tempo,variance,live
"2","María Isabel","-5","0.76","0.96","160.02","0.91","0.09"
"0","Cuéntame","-4","0.44","0.75","119.65","0.91","0.08"
"0","In The Year 2525","-6","0.45","0.5","123.49","0.62","0.07"
"1","Mama","-4","0.74","0.53","104.04","0.79","0.05"
"1","Cállate niña","-10","0.6","0.56","112.01","0.49","0.35"
"1","Congratulations","-4","0.63","0.47","123.09","0.82","0.32"
"0","Oh Lord Why Lord","-9","0.4","0.26","82.68","0.5","0.25"
"0","Soul Finger","-15","0.74","0.86","115.85","0.46","0.23"
"1","Get On Your Knees","-7.11","0.66","0.17","144.04","0.46","0.11"
"2","Delilah","-11","0.66","0.31","103.98","0.3","0.11"
"2","La la la","-4","0.72","0.64","96.02","0.9","0.1"
"0","I'm Coming Home","-19","0.09","0.03","87.25","0.12","0.1"
"0","Those Were The Days","-7","0.59","0.3","100.04","0.68","0.09"
"0","Those Were The Days","-7","0.59","0.3","100.04","0.68","0.09"
"0","Hey Jude","-7.7","0.39","0.53","147.21","0.61","0.09"
"0","Pata Pata","-13.29","0.7","0.76","101.4","0.49","0.08"
"0","Inch' Allah","-11.42","0.47","0.32","116.84","0.3","0.53"
"0","Land Of 1000 Dances","-12","0.62","0.77","86.9","0.59","0.35"
"1","Los chicos con las chicas","-3","0.54","0.76","129.76","0.9","0.3"
"1","Aranjuez mon amour","-9","0.2","0.12","88.26","0.31","0.22"
"0","Hi-Lili Hi-Lo","-13","0.27","0.4","172.71","0.22","0.19"
"0","A Wither Shade Of Pale","-6","0.46","0.31","148.06","0.56","0.18"
"0","All You Need Is Love","-8","0.4","0.65","103.44","0.48","0.16"
"0","Winchester Cathedral","-11","0.77","0.75","125.41","0.69","0.14"
"2","Lola","-4","0.73","0.87","151.99","0.79","0.12"
"0","Nada","-5","0.57","0.38","136.15","0.74","0.12"
"0","Hablemos del amor","-5","0.3","0.47","88.42","0.62","0.12"
"0","San Francisco","-12","0.53","0.52","112.55","0.52","0.11"
"1","Good Vibrations","-7.67","0.4","0.39","133.45","0.47","0.11"
"0","Reach Out I'll Be There","-10","0.62","0.77","119.59","0.54","0.1"
"1","Marionetas en la cuerda","-7","0.82","0.51","130.82","0.64","0.07"
"0","La moto","-4.37","0.78","0.86","90.04","0.88","0.07"
"0","Monday Monday","-11","0.49","0.73","110.55","0.47","0.39"
"0","Paint It Black","-9","0.48","0.57","158.81","0.8","0.39"
"0","Como ayer","-9","0.81","0.88","124","0.49","0.35"
"0","Girl","-3","0.62","0.78","99.94","0.88","0.33"
"0","With A Girl Like You","-9","0.65","0.65","113.87","0.77","0.3"
"0","To Make A Big Man Cry","-7","0.37","0.62","102.77","0.59","0.22"
"0","Sittin' & Thinkin'","-8","0.47","0.58","107.65","0.37","0.22"
"0","River Deep Mountain High","-4","0.62","0.87","155.12","0.97","0.2"
"2","Black is Black","-5.874","0.48","0.54","164.79","0.56","0.18"
"1","Strangers in the Night","-8","0.29","0.53","93.31","0.49","0.18"
"0","La resa dei conti","-19","0.24","0.11","179.32","0.23","0.1"
"1","Un sorbito de champagne","-8","0.37","0.49","184.35","0.34","0.09"
"0","Lady Pepa","-7","0.56","0.72","112.62","0.78","0.07"
